Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD,Focus,VAT,Pack Unit,Prod size,Lead time,Buffer level,Max level marketing,UOM4,UOM5,Gross weight,FG_RM,Oil category,Alias,HSN/SAC,Packing Realization,Statename,Prod Full Form,Category,SP Login,Dealer Login
,15,DURODERBY PLY,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,16,DUROTILE,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,17,DUROFLEX,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,18,DUROMICA,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,19,DURO FIRESHIELD PLY,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,20,DUROBORD,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,21,DUROMACBORD,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,22,DUROTEAK PLY,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,23,DUROTEAK BORD,TEAK,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,24,DURODOOR,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,25,DURODOOR LITES,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,26,DUROFILM,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,27,DURO PLATINIUM,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,52,PUMAPLUS,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,53,PUMADEN,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,54,PUMAFILM,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,55,PUMALAM,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,56,PUMAMAT,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,57,PUMATILE,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,58,PUMATEAK,TEAK,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,59,PUMACON,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,60,PUMABORD,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,61,PUMATEAKBORD,TEAK,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,71,BONDPLY,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,72,MASTERPIECE,VENEER,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,73,DURO FANTASTEAK,TEAK,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,74,NATURE'S SIGNATURE,VENEER,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,75,DURO TITANIUM PLY,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,76,DURO FABPLY,VENEER,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,77,TOWER SOLITAIRE,TOWER,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,78,TOWER,TOWER,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,82,PROMA DOOR,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,28,DURO TECHPLY,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,29,CROSSPLY,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,30,CROSSBOARD,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,98,SAMPLE,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,79,TOWER PLATINIUM,TOWER,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,31,CROSSDOOR,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,32,DURO TUFFWOOD,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,33,PUMAPLY CLUB PLY,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,80,DURO TITANIUM PLUS,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,34,DURODOOR PRIME,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,35,DUROBOARD PRIME,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,36,DURO DYNAMO,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,37,DURO TECHPLY PLATINIUM,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,38,DUROPLY CLUB,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,39,DUROBOARD CLUB,BB / Plywood / Doors,,,0,N,N,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,
,101,TOWER PLY,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,102,TOWERTEAK PLY,TEAK,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,103,DURO PLATINUM PLY,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,104,DURO MACPRIME PLY,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,105,TOWER PLATINIUM PLY,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,106,DURO MACPLATINUM PLY,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,107,DURO FIRESHIELD DOOR,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,108,DURO PLATINUM DOOR,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,109,DURO TECHPLY DOOR,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,110,DURO PLUS DOOR,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,111,TOWER DOOR,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,112,DUROTEAK DOOR,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,113,TOWERTEAK DOOR,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,114,Bohemia,VENEER,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,115,TOWER BOARD,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,116,DUROBORD,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,117,DUROMAC BOARD,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,118,DURO TECHPLY BOARD,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,119,DURO PLUS BOARD,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,120,DURO TITANIUM BOARD,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,121,DUROMARINE BOARD,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,122,DURO MACPLATINUM BOARD,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
,123,DERBY BOARD,BB / Plywood / Doors,,,0,Y,N,,,,,,,,0,,,,,,,,,,,,,,,0,ANDHRA PRADESH,,,,
