Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD,Focus,VAT,Pack Unit
,BENB-2,BENGALBATIK-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BENB-3,BENGALBATIK-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BENB-4,BENGALBATIK-4,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BEST,BESTCOLLECTION,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BEST-2,BESTCOLLECTION-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BEST-2P,BESTCOLLECTION-2PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BEST-2SP,BESTCOLLECTION-2SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BEST-3,BESTCOLLECTION-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BHAB,BHABHIJI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BHA,BHAGALPURIHANDLOOM,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BHAQ,BHAGALPURIQUEEN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BIG,BIGKATA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,B. BEAUTY,BIHARBEAUTY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BIHARP,BIHARPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BIHARP-2,BIHARPATIALA-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BIHARP-3,BIHARPATIALA-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BIHU,BIHU,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BIK,BIKANERI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BIND,BINDIYAA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK,BLACKBEAUTY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK_P,BLACKBEAUTYPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-10,BLACKBEAUTY-10,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-11,BLACKBEAUTY-11,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-12,BLACKBEAUTY-12,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-12P,BLACKBEAUTY-12PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-12SP,BLACKBEAUTY-12SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-13,BLACKBEAUTY-13,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-13SP,BLACKBEAUTY-13SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-14,BLACKBEAUTY-14,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-14SP,BLACKBEAUTY-14SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-15,BLACKBEAUTY-15,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-15P,BLACKBEAUTY-15PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-15SP,BLACKBEAUTY-15SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-16,BLACKBEAUTY-16,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-16P,BLACKBEAUTY-16PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-16SP,BLACKBEAUTY-16SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-17,BLACKBEAUTY-17,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-17SP,BLACKBEAUTY-17SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-18,BLACKBEAUTY-18,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-6,BLACKBEAUTY-6,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-8,BLACKBEAUTY-8,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-8P,BLACKBEAUTY-8PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACK-9,BLACKBEAUTY-9,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACKB,BLACKBERRY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACKB-R,BLACKBERRYRAYON,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLACKH,BLACKHANDLOOM,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLAL,BLACKLAWN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLAS,BLACKSTONE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLI,BLING,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLI-SP,BLINGSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLUEB,BLUEBERRY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BLU,BLUSH,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BOL,BOLLYWOOD,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,BOUTS,BOUTIQUESPECIAL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CEL,CELEBRATION,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CELL,CELLO,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHA,CHAHARI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHAN,CHANCHAN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHAB,CHANDERIBEAUTIFUL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHAF,CHANDERIFUSION,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHAQ,CHANDERIQUEEN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHAND,CHANDNI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHAN-P,CHANDNIPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHAR,CHARMINAR,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHEH,CHECKSHANDLOOM,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CIFDSP,CHIFFIONDOBBYSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CIFD,CHIFFONDOBBYPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHUSP,CHUNARISUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHUSP-3,CHUNARISUPERPATIALA-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHU,CHUNRIPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHU-2,CHUNRIPATIALA-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHU-3,CHUNRIPATIALA-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHU-4,CHUNRIPATIALA-4,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHU-5,CHUNRIPATIALA-5,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHUSP-4,CHUNRISUPERPATIALA-4,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHU-2SP,CHUNRI-2SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CHU-3SP,CHUNRI-3SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CIN,CINDRELLA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CITY,CITYGIRL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CITY-2,CITYGIRL-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CITL,CITYLIFE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CLA,CLASSICBEAUTY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CLAH,CLASSICHANDLOOM,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CLAH-2,CLASSICHANDLOOM-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,COL,COLOURS,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,COL-2,COLOURS-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,COL-3,COLOURS-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,COL-4,COLOURS-4,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,COL-4SP,COLOURS-4SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,COL-5,COLOURS-5,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,COOLH,COOLHANDLOOM,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,COVER_GST,COVER_GST,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA,CRAZY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRAD,CRAZYDLX.,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-5D,CRAZYDLX-5,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRAG,CRAZYGADHWAL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-P,CRAZYPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRASP,CRAZYSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-10D,CRAZY-10DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-11D,CRAZY-11DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-5,CRAZY-5,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-5P,CRAZY-5PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-6,CRAZY-6,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-6D,CRAZY-6DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-6P,CRAZY-6PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-6SP,CRAZY-6SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-7,CRAZY-7,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-7D,CRAZY-7DELUX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-8D,CRAZY-8DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-8P,CRAZY-8PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-8SP,CRAZY-8SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-9D,CRAZY-9DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-9P,CRAZY-9PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRA-9SP,CRAZY-9SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRO,CROWN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRO-P,CROWNSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRY,CRYSTAL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRYP,CRYSTALPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRYQ,CRYSTALQUEEN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRY-SP,CRYSTALSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRY-2,CRYSTAL-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRY-2P,CRYSTAL-2PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CRY-2SP,CRYSTAL-2SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,CUTM,CUTMATCHING,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DAN,DANGAL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DAND,DANGALDELUX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DAND-2,DANGALDLX-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DAND-3,DANGALDLX-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DAN-2,DANGAL-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DAN-3,DANGAL-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DARK,DARKFANTASY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DARK_P,DARKFANTASYPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DAR,DARPAN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DAR-2,DARPAN-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DAR-3,DARPAN-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DAR-4,DARPAN-4,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DAR-4P,DARPAN-4PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DAR-4SP,DARPAN-4SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DAR-5,DARPAN-5,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DESI,DESIGNERSALWAR,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DHO,DHOOM,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DHOD,DHOOMDLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DHO-2,DHOOM-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DHO-2D,DHOOM-2DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DHO-4,DHOOM-4,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DHO-4D,DHOOM-4DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DHO-4P,DHOOM-4PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DHO-4SP,DHOOM-4SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DHO-5,DHOOM-5,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DHO-5D,DHOOM-5DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DHO-6,DHOOM-6,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DHO-6D,DHOOM-6DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DHO-6D-SP,DHOOM-6DLXSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DHO-7D,DHOOM-7DLX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DHO-7D-SP,DHOOM-7DLXSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DIL,DILKHUSH,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DIV,DIVA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DIV-2,DIVA-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DIV-3,DIVA-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG,DREAMGIRL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG-10,DREAMGIRL-10,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG-11,DREAMGIRL-11,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG-12,DREAMGIRL-12,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG-2,DREAMGIRL-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG-3,DREAMGIRL-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG-4,DREAMGIRL-4,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG-5,DREAMGIRL-5,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG-6,DREAMGIRL-6,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG-7,DREAMGIRL-7,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG7_P,DREAMGIRL-7PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG-8,DREAMGIRL-8,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG-8P,DREAMGIRL-8PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG-9,DREAMGIRL-9,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG-9P,DREAMGIRL-9PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DRG-9SP,DREAMGIRL-9SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,DUL,DULARI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,ELE,ELEGANCE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,ELE-2,ELEGANCE-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,ELI,ELINA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,EMBM,EMBROIDERYMIX,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,ENGH,ENGLISHHANDLOOM,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,EVE,EVERESTBEAUTY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,EVER,EVERGREENPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FAT,FAIRYTALE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FANA,FANAH,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FANN-SP,FANAHSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FAN-DP,FANCYDOBBYPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FANH,FANCYHANDLOOM,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FAN-P,FANCYPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FANP-2,FANCYPATIALA-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FANS,FANCYSATIN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FAN,FANCYSUIT,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FANN,FANNA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FASH,FASHION,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FASHT,FASHIONTREND,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FIO,FIONA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FIRE,FIRE&ICE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FLO,FLORENCE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FOLK,FOLKSONG,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FOLK-SP,FOLKSONGSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FOLK-2,FOLKSONG-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,FUS,FUSION,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GEET,GEET,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GIT,GEETANJALI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GIT-2,GEETANJALI-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GIT-2P,GEETANJALI-2PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GIT-2SP,GEETANJALI-2SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GIT-3,GEETANJALI-3,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GIT-3P,GEETANJALI-3PATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GIT-3SP,GEETANJALI-3SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GEH,GEHNA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GLA,GLAMOUR,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GLAS,GLAMOURSPECIAL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GLAS-SP,GLAMOURSPECIALSUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GLAS-2,GLAMOURSPECIAL-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GLA-2,GLAMOUR-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GLA-2SP,GLAMOUR-2SUPERPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GLOR,GLORY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GLOR-2,GLORY-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GOI,GOINDIGO,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GOAL,GOAL,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GOLB,GOLDBEAUTY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GOW,GOWNS,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GREEN,GREENAPPLE,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GULM,GULMOHAR,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GUL,GULSHAN,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,GUR,GURJARI,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,HANDB,HANDLOOMBEAUTY,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,HAND-DP,HANDLOOMDOBBYPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,HANDP,HANDLOOMPATIALA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,HANDP-2,HANDLOOMPATIALA-2,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
,HEN,HEENA,,,,0,Y,N,,Pcs,B/L,,,,,0,,,
