Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD,Focus,VAT,Pack Unit,Prod size,Lead time,Buffer level,Max level marketing,UOM4,UOM5,Gross weight,FG_RM,Oil category,Alias,HSN/SAC,Packing Realization,Statename
,,TAO DISH WASH 65 GM (72X1),DETERGENT CAKE,,,0,Y,N,,PC,CASE,72,,,,0,,,,,,,,,,,,,,,0,West Bengal
,,TAO 300 GM (40X1),TAO,,,0,Y,N,,PC,CASE,40,,,,0,,,,,,,,,,,,,,,0,West Bengal
,,TAO DISH WASH 135 GM (60X1),DETERGENT CAKE,,,0,Y,N,,PC,CASE,60,,,,0,,,,,,,,,,,,,,,0,West Bengal
,,TAO DISH WASH 60 GM (72X1),DETERGENT CAKE,,,0,Y,N,,PC,CASE,72,,,,0,,,,,,,,,,,,,,,0,West Bengal
,,TAO DISH WASH 350 GM (350X24),DETERGENT CAKE,,,0,Y,N,,PC,CASE,24,,,,0,,,,,,,,,,,,,,,0,West Bengal
,,TAO DISH WASH 600 GM (12X1),DETERGENT CAKE,,,0,Y,N,,PC,CASE,12,,,,0,,,,,,,,,,,,,,,0,West Bengal
,,TAO DISH WASH 175 GM (175X48),DETERGENT CAKE,,,0,Y,N,,PC,CASE,48,,,,0,,,,,,,,,,,,,,,0,West Bengal
,,TAO 500 GM Combo(30X1),TAO,,,0,Y,N,,PC,CASE,30,,,,0,,,,,,,,,,,,,,,0,West Bengal
,,TAO 100 GM (60X1),TAO,,,0,Y,N,,PC,CASE,60,,,,0,,,,,,,,,,,,,,,0,West Bengal
,,TAO DETERGENT BAR 70 GM (100X1),DETERGENT CAKE,,,0,Y,N,,PC,CASE,100,,,,0,,,,,,,,,,,,,,,0,West Bengal
,,TAO 500 GM Combo(30X1) MRP-45,TAO,,,0,Y,N,,PC,CASE,30,,,,0,,,,,,,,,,,,,,,0,West Bengal
,,TAO DISH WASH 75 GM (72X1),DETERGENT CAKE,,,0,Y,N,,PC,CASE,72,,,,0,,,,,,,,,,,,,,,0,West Bengal
