Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD,Focus,VAT,Pack Unit
,00EBDC57-3953-45A0-B,IDEMITSU 4T 10W-30 MA S-SY. 1Lx1,Idemitsu,,,518,Y,N,,,LTR,,,,,0,,,
,501B9DCE-0243-4968-8,IDEMITSU 4T 10W-30 MB S-SY. 0.8LX1,Idemitsu,,,592,Y,N,,,LTR,,,,,0,,,
,A1224291-FAFF-4446-9,IDEMITSU 4T 10W-40 MA F-SY. 1Lx1,Idemitsu,,,128,Y,N,,,LTR,,,,,0,,,
,A26A592E-C620-4F30-B,IDEMITSU MULTILEX GREASE AP-3 (5KG),Idemitsu,,,1,Y,N,,,LTR,,,,,0,,,
,EA9F8422-DFA7-47FB-B,IDEMITSU MULTILEX GREASE AP-3(500G),Idemitsu,,,227,Y,N,,,LTR,,,,,0,,,
,94102947-747E-4489-B,SC LE 4T 10W30 0.8ML,MOTUL,,,516,Y,N,,,LTR,,,,,0,,,
,5A29BAD9-4B2A-4E16-8,TUBE,CEAT,,,0,Y,N,,,,,,,,0,,,
,48C93083-A25A-4587-B,8100 X-CESS 5W40 1LTR,MOTUL,,,24,Y,N,,,LTR,,,,,0,,,
,C49BD756-6401-4BBD-8,ALL GEAR EP 80W90 (5LTR),MOTUL,,,28,Y,N,,,LTR,,,,,0,,,
,CF56F3F4-0CA0-4704-9,AUTO COOL L LIFE UL (6*3L),MOTUL,,,5,Y,N,,,LTR,,,,,0,,,
,4C8CCAC0-6EEE-497C-9,AUTO COOL LONG LIFE ULTRA (1LTR),MOTUL,,,46,Y,N,,,LTR,,,,,0,,,
,B0EE3951-6E71-40DF-B,HONDA 4ST ENG OIL SJ 10W-30 MB 0.8L,Idemitsu,,,1348,Y,N,,,LTR,,,,,0,,,
,D3D150CE-F27B-496E-A,HONDA 4STR ENG OIL SJ 10W-30 MA 1L,Idemitsu,,,1276,Y,N,,,LTR,,,,,0,,,
,600A5634-A976-423E-8,HONDA 4STRENG OIL SJ 10W-30 MA 0.8L,Idemitsu,,,1427,Y,N,,,LTR,,,,,0,,,
,4539F8A9-AE7A-48D1-9,HONDA HIGH PERF E/OTHROTTLE10W30 1L,Idemitsu,,,44,Y,N,,,LTR,,,,,0,,,
,00EBDC57-3953-45A0-B,IDEMITSU 4T 10W-30 MA S-SY. 1Lx1,Idemitsu,,,806,Y,N,,,LTR,,,,,0,,,
,A1224291-FAFF-4446-9,IDEMITSU 4T 10W-40 MA F-SY. 1Lx1,Idemitsu,,,146,Y,N,,,LTR,,,,,0,,,
,3EB37906-77A2-45F4-A,IDEMITSU DIESEL CI-4 15W40 (3LTR),Idemitsu,,,4,Y,N,,,LTR,,,,,0,,,
,1309BA59-85CA-4EC9-9,ULTRA CUSHION OIL NO. 10 0.35L,Idemitsu,,,314,Y,N,,,LTR,,,,,0,,,
