Branch code/name,Prod_Code,prod_desc,brand_code (fk)/brand_name,brand_form_code (fk)/brand_form_name,brand_sub_form_code(fk)/brand_sub_form_name,cl_stk,acends,black_list,vertical_value,UOM1,UOM2,Conversion,Pack size,UOM3,Conversion2,TD,Focus,VAT,Pack Unit
,994573CE-6B23-48F2-86E7-0BF52BC7A610,06410-K67-900-DAMPER SET,WHEEL,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,8E50B73C-8D66-4A8B-869E-B60BF3F69A55,06410-KEA-750-DAMPER,SET WHEE,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,2D1F7595-5935-4CD4-A4FF-4DFC23A240A3,06410-KSP-900-DAMPERSET WHEEL,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,D11D39D6-A55A-4E86-80FD-81CCE5C49B7E,06410-KWS-901-DAMPER SET,WHEEL,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,5750BDFA-CB11-4662-8970-ABA57177F566,06411-KPL-P00ZC-SET,STRIPE-ACTIVA,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,D0AD4DCF-E4C3-45F7-B662-E7B13E7125AE,06420-KSP-900-SPOKESET,ARR,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,1B492853-9943-4627-AF47-E06050A9D824,06421-KSP-900-SPOKE SET B RR,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,3D896AB7-ACA8-436D-BEDB-70FD63C43957,06427-KPL-900-TUBE SET,TUFFUP,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,56ECECEA-2710-4F17-87F8-23A0CE4BAFC2,06427-KSP-870-TUBE SET,TUFFUP,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,92308450-7C1E-4576-93E8-C61972974F7E,06427-KSP-900-TUBESET,TUFFUP,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,C74E3D05-784E-4F93-AF52-48AB133A7761,06431-KYJ-711-SEALSET,PISTON,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,6A9B0297-47B6-4153-9733-987A99B3A211,06439-MAK-003-BOOT SET,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,98D4C130-4737-442B-8827-6D51F9C95175,06440-KFN-850-SPOKESET,A FR,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,2304DE33-5FC4-49BF-8955-23271796701C,06441-KFN-850-SPOKESET,FR,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,5FE3CBC5-1FB8-41A8-80AF-7BC8354053B7,06447-KVT-900-TUBE SET,TUFFUP,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,79719350-1446-404B-A4B0-E07A257FB54C,06451-GE2-405-SEALSET,PISTON,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,C335FC54-905B-4C5F-B34D-7289DF820138,06451-KCC-841-SEAL SET,PIST,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,2B0F10B3-8995-4844-B5D3-3DDE8E00D839,06451-KYJ-711-SEAL SET,PISTON,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,3539A8AA-C0C0-48E6-BEF4-3A88F7F48CE4,06451-MA7-405-SEAL SET,PIST,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,FBEF8F74-A44C-4FA1-96BB-F139485236A5,06451-MZ2-405-SEALSET PISTON,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,6B42BFD6-50C2-462C-9E85-A7D6572FB589,06452-KYJ-711-SEAL SET,PISTON,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,6D54C703-0CBB-4F08-A82A-E6968B5BCAC8,06453-K21-921-BRKT SUB ASSY,R FR,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,728B8A01-A9B7-47D2-AB18-1C0E81C35403,06812-KPL-900-BRKT.SET SPARE,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,A27D0F26-1B97-46B1-B55E-DE183C0E403D,07000-RDL-900-RADIATOR LIQUID,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,4B3A7516-CE9B-4B55-BA53-83438108C40C,08302-K0E-A00ZA-FRONT GUARD,BLACK,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,A6FE4191-FFDD-4CC2-90A1-933C3DE97E8B,08302-K43-G00ZA-FRONT GUARD,BLACK,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,6C6A4199-83FD-4337-AF88-A29E5FA52821,08302-KTE-P00ZB-FRONT GUARD,BLACK,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,9213493D-6B87-4F14-A1DF-5299FE5A8110,08F80-K67-A11-SEAT COVER ECONOMI,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,E1A77E3B-3EBF-4778-AF6C-5CB99C8CBC17,08P61-COM-900-TANK PAD,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,84C32765-C1D1-4153-80A7-D2C159C99AB6,08P61-DRM-900-TANK PAD-DREAM,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,D3196A91-E5CB-4471-A62A-77A104F8F79D,08P61-K38-900-TANK PAD,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,EE6393B1-2A86-4580-9596-EAC725E456F2,08P61-K38-910-TANK PAD-CHROME,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,F53F340B-1162-4F41-9927-8F8B0B78FDAC,08P61-KAZ-800A-TANK PAD,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,9E9F8A77-58F2-419E-A2A5-8C153EAA0B9B,08P61-KYJ-900-TANK PAD,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,FB3EA52A-6415-4244-ACA3-791CBD595CB3,08P61-KYJ-901OR-TANK PAD,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,B36E4276-E11C-4466-ABF5-1BFBD5873FB9,09120-KPL-840-KIT,OIL SEAL,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,9B74F779-7254-47E4-852C-78D6872176F1,09120-KRB-910-KIT,OIL SEAL,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,AA0B4B07-5185-49EF-B35F-D2F4489A67BF,09120-KSP-860-KIT,OIL SEAL,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,04FF9A11-2C84-4DAF-93EB-4F1AF19D6C8F,09600-KPL-840-KIT,CLUTCH COV,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,025750D3-0B71-42DA-9271-52BECF3D8E61,11100-KRB-900-CRANK CASE COMP R,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,97766CEF-8954-44C2-94D5-CD8C3F1A8391,11100-KRB-900-CRANKCASECOMP,R,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,84F63946-011F-448F-B3CB-FEC68E826DC8,11100-KSP-860-CRANK CASE COMP,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,3CD5A0DC-085A-42D2-BC5A-11DAB542DE29,11100-KTE-A20-CRANKCASE ASSY,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,9A563638-D39C-407A-9478-F1F5EEA3C7EE,11100-KVT-900-CRANK CASE COMP,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,B91ECC58-073B-41DA-BCC8-AA50BFA98C04,11100-KVT-G00-CRANK CASE COMP,R,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,7309D00D-5FEB-436F-B26B-97072C859C0F,11100-KWP-900-CRANK CASE COMP,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,5D36AADF-949C-4414-89B2-EF99DA6F1C41,11100-KWP-D01-CRANK CASE COMP,R,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,49ADD79A-C428-4406-BC72-D0EF4E6EF0B4,11100-KWP-D01-CRANK CASE COMP,RH,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,FD66A9D8-8400-48D4-BAEA-3968E3FDA538,11103-KWP-900-RUB.BUSH,ENG,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,16E6E88F-01AA-4411-902E-7B4342B1FFE1,11191-KRB-910-GASKET,CRANKCASE,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,D41A5174-649F-436D-BA28-43AB048390F8,11192-KRP-980-GASKET,CRANK,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,CC72E3D9-BB01-48D2-A756-9570A6F60169,11200-K14-910-CRANK CASE COMP,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,FD97FA8B-0296-469D-A18C-96680E71A573,11200-K24-901-CRANK CASE COMP,LEFT,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,76F087F7-1134-4A61-909E-5289D2BE2EFE,11200-KPL-902-CRANK CASE COMP,LEFT,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,291ED1DD-E7C7-47D6-8997-46C7921B5F3E,11200-KSP-860-CRANK CASE COMP,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,2EA01ABD-1AF7-4786-8DDF-305C9A22C852,11200-KTE-A21-CRANKCASE COMP,L,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,89E44FB9-B07D-44DF-9CD6-E373F66899A0,11200-KWP-900-CRANK CASE COMP,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,87748113-DA27-452E-BE8E-615761D6C8DC,11200-KWP-D01-CRANK CASE COMP,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,D87F38EC-4689-4A0E-8254-F0CE62E649AA,11200-KWS-901-CRANK CASE COMP,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,F809599E-8A1D-492F-A79C-BAA6874FC196,11203-GC7-300-BUSH CUSH,UNDER,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,BD339F21-6A2F-47E8-B16B-52A4479BB89A,11203-KWP-D00-BUSH,CUSH UNDER,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,6EBB6401-2959-4557-BD47-C97A8964C3A0,11211-KPL-900-TUBE BREATHER,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,77F23166-97E7-414D-833D-BF120110FE79,11211-KVT-900-TUBE BEATHER,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,10515421-C451-4F6D-9F28-FF272E1E12D2,11211-KWP-900-TUBE,BREATHER,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,DE5482A6-8F5D-47F6-9D5B-8F190E64F30E,11214-KRB-900-PLATE,BRGHOLD,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,513BCEDF-147E-460C-BCC0-45D76609B4A9,11220-GCC-000-TUBE,MISSION,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,A3591637-FD2E-4FCE-BEEB-FF9ACC1B3BFB,11230-K24-901-CLAMPER COMP,R,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,AD9265EA-56B1-43E1-A56D-8FD6D6B778DF,11230-KPL-900-CLAMPER COMP,R,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,AD20733E-E588-4D0C-BD75-69A92B3B319C,11230-KVT-940-CLAMPER COMP,R,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,4A566496-4130-4257-95AB-37B7EE95E31D,11230-KWP-900-CLAMPER,RR BRA,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,F9FEDCCC-0107-4B42-B606-9D7F142EEC9F,11230-KZK-900-CLAMPERCOMP,BRK,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,4F97981E-B159-4DA9-87AB-0DBF05C14E4D,11233-KZK-900-CLAMP BRAKE CABLE,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,9C550D91-2616-43E0-9A82-B652702CD030,11300-K38-900-R,COVER ASSY,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,62E3CCAD-ADA3-44DF-AF22-07410D1410E2,11330-KSP-860-COVERCOMP,R.C,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,9FFECFC2-511E-47A1-BA2D-AAF76518F761,11330-KSP-B00-COVER COMP,R,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,83FDC454-3441-4710-B843-2D90FCC25F40,11330-KTE-A00-COVER,COMP R,CRA,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,40AD5A3C-CAA3-4659-8E50-A8E03FDC9B96,11333-KRB-900-COVER OIL,FILT,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,F6533803-EA5B-4992-AF28-AA5D29931A2C,11341-K14-960-COVER,LEFT CRANK,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,684D6A7C-B756-4767-86A8-EC61309B65BC,11341-K24-900-COVER,L SIDE,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,A711D788-F14E-4B9A-9D8C-2356713C1991,11341-K38-900-COVER,LEFT CRANK,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,F596BC4E-5908-4960-9902-C5484E958A7C,11341-KPL-840-COVER,L SIDE,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,422995F5-B292-4D2A-BC3B-5D7CA99EDE46,11341-KTE-A00-COVER COMP L SIDE,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,3537DA68-C701-47B5-B193-F3DE013E9156,11341-KVT-D00-COVER,L SIDE,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,09130306-331A-4DBE-8E03-8F45B86BE597,11341-KWF-960-COVER,LEFT CRANK,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,148AA084-121D-4D6D-AB43-03F880F4F715,11341-KWP-900-COVER,L SIDE,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,C3D5ACC3-6759-4BB3-8270-A0D7CBAF9A75,11341-KWP-D00-COVER,L SIDE,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,64DBC127-1E3E-4DF0-9CDF-A23B5A895DD3,11341-KWP-G30-COVER,L SIDE,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,6B808748-FE69-4162-8B2F-71E11B85735B,11341-KWS-900-COVER,L CRANK,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,32EF8110-DAAC-405C-B9BA-932F0377D0E9,11341-KZK-D00-COVER,L SIDE,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,A6E919B2-8EEB-4F5C-A795-FB8F8973A802,11342-GCC-000-PLATE,L COVER,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,B6F3B5C8-FCAC-4C33-9C5C-28E8AEB975E0,11342-KWP-900-PLATE,L COVER,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,731FEF40-CB17-4F86-9C08-F58107F3194C,11344-GW3-980-RUBBER,STARTER,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,ADA64C58-D3D0-418E-91E8-F90EA0219EB7,11345-GCC-000-DUCT,L COVER,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,5B4D64F0-B8AA-49F6-B3C4-DFCF2AEE82E3,11345-KVT-940-DUCT,L COVER,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,67718536-A4B9-41F9-9890-A1E10E2B1CA9,11345-KWP-900-DUCT,L COVER,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,457C5ECE-C092-4E11-8296-9B9692F3F082,11350-KRB-900-PLATE COMP,BRK,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,FAD32032-95D4-4385-ADAF-7A3F3B5DDE66,11360-K14-900-COVER COMP,L R,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,2C161F77-DABE-48D7-860A-5F3D4D1C0633,11360-K21-900-COVERCOMP,L CRA,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,59FA5D3A-CD8B-4F08-93EB-40B250C8D605,11360-K23-900-COVER COMP,L,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,4D5DBD4F-F514-4379-AF8F-AC84A07BD0F1,11360-K38-900-COVER COMP,L R,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,57607760-12DC-4942-8E9F-C0996821AFE1,11360-KSP-860-COVER COMP,L R,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,9E64A941-D5C4-45C5-9402-A6AAEA5B026C,11360-KSP-B00-COVER COMP,L,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,046B6C3F-6D91-4697-84B0-ED3967F6BB7F,11360-KTE-600-COVER COMP,L R,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
,CC306364-7CD7-4D85-817D-23F4361B8D38,11360-KTE-910-COVER COMP,L,HONDA(W.B.),,,0,Y,N,,,,,,,,0,,,
