DNS Customer Code,Customer Name,Phone no,Route code,Route Name,Emp Code name,acedns,Credit Limit,Credit Days,Current Balance,Black list,TD,Branch code,Cust type,rds tag,Sauda validity period,Address,Landline no,Owner name,Owner phone,Cust class,Weekly closing day,Coverage type,TIN,PAN,District,Minimum stock,Bank name,Bank account number,Email,Visit Day,State,Monthly Potential,Sauda limit,Incoterms,Loadability ton,Transport mode,Sauda type,Zone,Visit sequence,Appointment date,date_of_birth,date_of_anniversary,whatsapp_no,beneficiary_name,IFS_code,pin,Base lattitude,Base longitude
187064,"B.B.Mobile- (Ret)-Osr",9804771229,,"1-Kolkata",Abhisek Mukherjee,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.494171,88.3723413
195172,"Barman Telecom-S24",-,,"2-S24",Vacant ISP 3,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.400492,88.4899863
200235,"Bhajanlal Commercial Pvt. Ltd (Behala)",7003160039,,"1-Kolkata",Shaheena Parveen,Y,0,,0,N,0,,R,"Bhajanlal Commercial Pvt. Ltd. - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4936395,88.3159978
200237,"Bhajanlal Commercial Pvt. Ltd (Rowdown)",9830548333,,"1-Kolkata",Mousumi Mahato Maity,Y,0,,0,N,0,,R,"Bhajanlal Commercial Pvt. Ltd. - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5438128,88.3581682
-,"Bhajanlal Commercial Pvt. Ltd. - Admin",9903900943,,"1-Kolkata",Swamal,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
187066,"Bhajanlal Commercial Pvt. Ltd.-Avani Mall",8981373741,,"1-Kolkata",Amit Sharma,Y,0,,0,N,0,,R,"Bhajanlal Commercial Pvt. Ltd. - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5633292,88.3240942
198461,"Bhajanlal Commercial Pvt. Ltd.-Chandni Store",8981156144,,"1-Kolkata",Chandrima Banerjee,Y,0,,0,N,0,,R,"Bhajanlal Commercial Pvt. Ltd. - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5669121,88.3552152
187068,"Bharat Gift And Enterprise",7003572020,,"2-S24",Barsha Guha,Y,0,,0,N,0,,R,"Bharat Gift And Enterprise Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.3638934,88.4306313
212046,"Bharat Gift And Enterprise (New)",-,,"2-S24",Vacant ISP 23,Y,0,,0,N,0,,R,"Bharat Gift And Enterprise Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.3667607,88.4284307
-,"Bharat Gift And Enterprise Admin",9831853422,,"2-S24",Jasim Abbas Laskar,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
194752,"Cell Zone",9831929651,,"1-Kolkata",Susmita Dey,Y,0,,0,N,0,,R,"Cell Zone Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.6212424,88.4017282
207976,"Cell Zone (Lake Town)",8293625862,,"1-Kolkata",Vacant ISP 103,Y,0,,0,N,0,,R,"Cell Zone Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.6062392,88.4031829
-,"Cell Zone Admin",8013234723,,"1-Kolkata",Mahesh,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
195510,"Cellfone Communications",8777562434,,"1-Kolkata",Ritika Paul,Y,0,,0,N,0,,R,"Cellfone Communications - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5922267,88.3918918
212187,"Cellfone Communications (BT Road)",7980408100,,"1-Kolkata",Birendra Kumar Shaw,Y,0,,0,N,0,,R,"Cellfone Communications - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.636406,88.378062
-,"Cellfone Communications - Admin",9831810702,,"1-Kolkata",Mukesh,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
219209,"Cellular Shoppe",,,"1-Kolkata",BISWAJIT SAHA,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.61248,88.4293095
213892,"Central Plaza-(Andaman)",-,,"1-Kolkata",Vacant FOS 1,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
194007,"Chowdhury Communication",-,,"1-Kolkata",Vacant ISP 37,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4655296,88.378078
258642,"Click N Browse",,,"1-Kolkata",Vacant Isp 118,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
191408,"Converge-Ret",-,,"1-Kolkata",Vacant ISP 43,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
194452,"D.D.Mobile",8926366416,,"2-S24",Md. Haider Ali Molla,Y,0,,0,N,0,,R,"D.D.Mobile - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5142689,88.611015
207289,"D.D.Mobile (Bhangar)",9775264007,,"2-S24",Vacant ISP 107,Y,0,,0,N,0,,R,"D.D.Mobile - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5034178,88.3388995
-,"D.D.Mobile - Admin",9734658657,,"2-S24",Mohammad Safiqul Islam Baidya,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
212559,"D.R.D Infocom",9836667419,,"1-Kolkata",Subhayan Hazra,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5034079,88.3765644
193544,"Debjani Communication",,,"2-S24",Vacant ISP 34,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
215046,"Digital Gallery",,,"1-Kolkata",LIPIKA BAR,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.1931346,88.1893579
187069,"Disco Communication",9903606701,,"1-Kolkata",SURAJIT HALDAR,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5369395,88.3853458
207445,"Eastern Logica Infoway Limited",9088748996,,"1-Kolkata",Ankit Gupta,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5378699,88.3490387
192093,"Expression Novelties Pvt Ltd",9038290948,,"1-Kolkata",Vacant ISP 100,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5357881,88.3537988
212184,"Fast Information Centre (New)",-,,"2-S24",Vacant ISP 22,Y,0,,0,N,0,,R,"Fast Information Centre - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4998625,88.2322474
-,"Fast Information Centre - Admin",9804559155,,"1-Kolkata",Jimmy,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
187070,"Fast Information Centre- (Ret)-Osr",9007586874,,"1-Kolkata",Anusuya Dutta,Y,0,,0,N,0,,R,"Fast Information Centre - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4829838,88.3856914
209465,"Fast Information Network (Behala)",-,,"1-Kolkata",Vacant ISP 20,Y,0,,0,N,0,,R,"Fast Information Network Pvt. Ltd - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4813177,88.3170974
187071,"Fast Information Network (Hilandpark)",-,,"1-Kolkata",PRANTICK CHATTERJEE,Y,0,,0,N,0,,R,"Fast Information Network Pvt. Ltd - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4835026,88.3905537
200239,"Fast Information Network (Survey Park)",-,,"1-Kolkata",Vacant ISP 5,Y,0,,0,N,0,,R,"Fast Information Network Pvt. Ltd - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
-,"Fast Information Network Pvt. Ltd - Admin",9831548137,,"1-Kolkata",Sudip Saha,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
200241,"Fast Information Network(Baghajatin)",7980591826,,"1-Kolkata",Vacant Isp 121,Y,0,,0,N,0,,R,"Fast Information Network Pvt. Ltd - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4838549,88.3757928
NE019820190327173853,"FAST MOBILE",9903939234,,"1-Kolkata",Saddam,Y,0,,0,N,0,Kolkata,R,"",,"5A STADIUM NAGAR",,"",,,,,,,,,,,,,West Bengal,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,700099,22.48324,88.3905748
222971,"Fast Mobile - Store",-,,"1-Kolkata",SUBRATA MAJUMDER,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4832046,88.3905632
187072,"Fast Mobile-(Ret)-Osr",8013147473,,"1-Kolkata",Priyanka Karmakar,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4902939,88.4028589
198979,"G Rogers & Co",9874518185,,"1-Kolkata",Sahana Tabassum,Y,0,,0,N,0,,R,"Nu York  - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.572578,88.3508429
216847,"Galaxy Digital",,,"1-Kolkata",Pritam Dey,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4473216,88.3921519
259416,"Galaxzee",,,"1-Kolkata",Vacant ISP 31,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5899561,88.3637505
209471,"Galaxzee Mobilez & Gadgets",-,,"1-Kolkata",Suman Lall,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5535728,88.3719011
219275,"Global Mobile World",,,"1-Kolkata",Rituparna Maji,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4912283,88.3389245
214683,"Gopal Enterprise",,,"1-Kolkata",SANCHITA DAS,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5916623,88.3925246
213279,"Harahari Cellular",-,,"1-Kolkata",Vacant isp 28,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4233875,88.4098054
193961,"Harahori Telecom",7890387680,,"2-S24",Prosenjit Mondal,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4478816,88.3917069
225371,"Harahori Telecom (Store-1)_Rajpur",-,,"1-Kolkata",Vacant ISP 45,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4221771,88.4109216
225656,"Harahori Telecom (Store-2)_Baruipur",-,,"1-Kolkata",SOMEN NASKAR,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.3695308,88.4266667
187073,"Heart Beat- (Ret)",9830751032,,"1-Kolkata",Subhasish Bramha,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.6011496,88.3716304
260441,"Hello India Premium",,,"1-Kolkata",Vacant ISP 151,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5400947,88.3617809
188085,"Hyatenawaz Mobile Pvt. Ltd.",-,,"1-Kolkata",RATAN GUPTA,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5790384,88.3593814
257443,"Ikon-The Ultimate",,,"1-Kolkata",Vacant ISP 12,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.6123642,88.3899252
219581,"Janata Stores",-,,"1-Kolkata",Vacant ISP 46,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
196732,"Jimmys Teletalk-S24",9126410491,,"2-S24",Uttam Halder,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.1925447,88.1893362
187571,"Jollyon Infotech- (Ret)",9831557469,,"1-Kolkata",Sk Azhar Uddin,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.527905,88.3871945
196971,"Kanakanjali Bastralay & Mobile Centre",7384124721,,"2-S24",Anubhab Bahadur,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.3010722,88.144481
214995,"Kothari Electronics",,,"1-Kolkata",SIDDHARTHA DAS,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5863596,88.3561531
187573,"Kripa International",9831372078,,"1-Kolkata",Avijit Jaisswal,Y,0,,0,N,0,,R,"Kripa International - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.6108131,88.4072931
200307,"Kripa International (Gorabazar)",-,,"1-Kolkata",Vacant ISP 7,Y,0,,0,N,0,,R,"Kripa International - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.6335491,88.4146084
200243,"Kripa International (New)",9670380556,,"1-Kolkata",Amit Mandal,Y,0,,0,N,0,,R,"Kripa International - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.6335423,88.4146035
-,"Kripa International - Admin",9051619609,,"1-Kolkata",Ajay Agarwal,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
218268,"Laxmi Telecom",,,"1-Kolkata",RAKESH DAS,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4218725,88.4108435
193546,"Life Electronics- [Ret.]",7686056324,,"2-S24",IRFAN SHAIKH,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.3172922,88.2660406
263712,"Limelight Enterprise",9830770818,,"1-Kolkata",Vacant ISP 200,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,2000-00-00,2000-00-00,2000-00-00,,,,,0,0
187075,"Limton Private Limited",8240300557,,"1-Kolkata",Vacant ISP 114,Y,0,,0,N,0,,R,"Limton Private Limited - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5726425,88.3509365
198459,"Limton Private Limited (CC-2) Store",9038315440,,"1-Kolkata",Avijit Samanta,Y,0,,0,N,0,,R,"Limton Private Limited - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.6228266,88.4504481
-,"Limton Private Limited - Admin",9811111119,,"1-Kolkata",Sanjib Chopra,Y,0,,0,N,0,,D,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
213880,"Lulu Shopping Mall-(Andaman)",-,,"1-Kolkata",Vacant ISP 41,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5378764,88.3490578
193452,"M Mondal Mobiles",7998548632,,"2-S24",Bubai Das,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.29651424551403,88.17925434640972
187076,"M.J.Infotech-(Ret)",7687000466,,"1-Kolkata",Suvankar Dutta,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5545086,88.3539749
248097,"M.K. Telecom",,,"1-Kolkata",Vacant ISP 33,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.479261,88.3553608
187074,"M/S I.Tech Corporation - ( Ret )",8620924064,,"1-Kolkata",Kamal Hossen Malla,Y,0,,0,N,0,,R,"Nu York  - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5518811,88.3714722
212196,"M/S I.Tech Corporation - (Hazra)",-,,"1-Kolkata",Vacant ISP 21,Y,0,,0,N,0,,R,"Nu York  - Admin",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,0,0
207511,"M/s K Connect",8100452741,,"1-Kolkata",Anirban Das,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4906368,88.4053576
198162,"Masterjee Shop",8017387397,,"1-Kolkata",MD SHAHBAZUDDIN,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5412708,88.3594112
196856,"Md.Safi Telecom",8240305902,,"1-Kolkata",Nikhilesh Kumar Singh,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.6008355,88.3739232
209192,"Meena Enterprise",9804426466,,"1-Kolkata",SHUVOJIT DEY,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.5865862,88.4358848
194754,"Mobile Care -2",-,,"1-Kolkata",Vacant ISP 110,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.4887956,88.3365445
195817,"Mobile Centre-S24",7031774921,,"2-S24",Sanu Adhikary,Y,0,,0,N,0,,R,"",,"",,"",,,,,,,,0,,,,,,0,0,,0,,,,0,0000-00-00,0000-00-00,0000-00-00,,,,,22.1085724,88.5718239
